Inserted List,ORF Name,Gene Name,UniProt_Acc,Description
YCR020W-B,YCR020W-B,HTL1,Q9URQ5,"Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance"
YPR033C,YPR033C,HTS1,P07263,Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome
YOL012C,YOL012C,HTZ1,Q12692,"Histone variant H2AZ, exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin"
YGR268C,YGR268C,HUA1,P40325,Cytoplasmic protein containing a zinc finger domain with sequence similarity to that of Type I J-proteins; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly
YOR284W,YOR284W,HUA2,Q12134,Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly
YNR032C-A,YNR032C-A,HUB1,Q6Q546,"Ubiquitin-like protein modifier; promotes alternative splicing of SRC1 pre-mRNA; binds non-covalently to the HIND domain of Snu66, may function in modification of Sph1p and Hbt1p, functionally complemented by the human or S. pombe ortholog; mechanism of Hub1p adduct formation not yet clear"
YML058W-A,YML058W-A,HUG1,Q6Q5K6,"Protein involved in the Mec1p-mediated checkpoint pathway that responds to DNA damage or replication arrest, transcription is induced by DNA damage"
YJR036C,YJR036C,HUL4,P40985,"Protein with similarity to hect domain E3 ubiquitin-protein ligases, not essential for viability"
YGL141W,YGL141W,HUL5,P53119,"Multiubiquitin chain assembly factor (E4); proteasome processivity factor that elongates polyUb chains on substrates, opposing Ubp6p, a branched polyubiquitin protease; required for retrograde transport of misfolded proteins during ERAD"
YGL168W,YGL168W,HUR1,P45820,Protein of unknown function; reported null mutant phenotype of hydroxyurea sensitivity may be due to effects on overlapping PMR1 gene
YPL244C,YPL244C,HUT1,Q12520,"Protein with a role in UDP-galactose transport to the Golgi lumen, has similarity to human UDP-galactose transporter UGTrel1, exhibits a genetic interaction with S. cerevisiae ERO1"
YER039C,YER039C,HVG1,P0CE11,"Protein of unknown function, has homology to Vrg4p"
YFR053C,YFR053C,HXK1,P04806,"Hexokinase isoenzyme 1, a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves the hexokinase Hxk2p"
YGL253W,YGL253W,HXK2,P04807,Hexokinase isoenzyme 2 that catalyzes phosphorylation of glucose in the cytosol; predominant hexokinase during growth on glucose; functions in the nucleus to repress expression of HXK1 and GLK1 and to induce expression of its own gene
YFL011W,YFL011W,HXT10,P43581,"Putative hexose transporter, expressed at low levels and expression is repressed by glucose"
YOL156W,YOL156W,HXT11,P54862,"Putative hexose transporter that is nearly identical to Hxt9p, has similarity to major facilitator superfamily (MFS) transporters and is involved in pleiotropic drug resistance"
YIL170W,YIL170W,HXT12,P40441,"Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF, YIL171W, together encode a non-functional member of the hexose transporter family"
YEL069C,YEL069C,HXT13,P39924,"Hexose transporter, induced in the presence of non-fermentable carbon sources, induced by low levels of glucose, repressed by high levels of glucose"
YNL318C,YNL318C,HXT14,P42833,"Protein with similarity to hexose transporter family members, expression is induced in low glucose and repressed in high glucose; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YDL245C,YDL245C,HXT15,P54854,"Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose"
YJR158W,YJR158W,HXT16,P47185,"Protein of unknown function with similarity to hexose transporter family members, expression is repressed by high levels of glucose"
YNR072W,YNR072W,HXT17,P53631,"Hexose transporter, up-regulated in media containing raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose"
YHR094C,YHR094C,HXT1,P32465,"Low-affinity glucose transporter of the major facilitator superfamily, expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting"
YMR011W,YMR011W,HXT2,P23585,"High-affinity glucose transporter of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose"
YDR345C,YDR345C,HXT3,P32466,"Low affinity glucose transporter of the major facilitator superfamily, expression is induced in low or high glucose conditions"
YHR092C,YHR092C,HXT4,P32467,"High-affinity glucose transporter of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose"
YHR096C,YHR096C,HXT5,P38695,"Hexose transporter with moderate affinity for glucose, induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs"
YDR343C,YDR343C,HXT6,P39003,"High-affinity glucose transporter of the major facilitator superfamily, nearly identical to Hxt7p, expressed at high basal levels relative to other HXTs, repression of expression by high glucose requires SNF3"
YDR342C,YDR342C,HXT7,P39004,"High-affinity glucose transporter of the major facilitator superfamily, nearly identical to Hxt6p, expressed at high basal levels relative to other HXTs, expression repressed by high glucose levels"
YJL214W,YJL214W,HXT8,P40886,"Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose"
YJL219W,YJL219W,HXT9,P40885,"Putative hexose transporter that is nearly identical to Hxt11p, has similarity to major facilitator superfamily (MFS) transporters, expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p"
YKL189W,YKL189W,HYM1,P32464,"Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized growth during budding and during the mating response"
YEL034W,YEL034W,HYP2,P23301,Translation elongation factor eIF-5A that may function in translation initiation; similar to and functionally redundant with Anb1p; structural homolog of bacterial EF-P; undergoes an essential hypusination modification
YIR037W,YIR037W,HYR1,P40581,Thiol peroxidase that functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor
YOR126C,YOR126C,IAH1,P41734,"Isoamyl acetate-hydrolyzing esterase, required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate, which is particularly important in sake brewing"
YJR122W,YJR122W,IBA57,P47158,Mitochondrial matrix protein involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system
YNL164C,YNL164C,IBD2,P53892,"Component of the BUB2-dependent spindle checkpoint pathway, interacts with Bfa1p and functions upstream of Bub2p and Bfa1p"
YIL090W,YIL090W,ICE2,P40499,Integral ER membrane protein with type-III transmembrane domains; mutations cause defects in cortical ER morphology in both the mother and daughter cells
YER065C,YER065C,ICL1,P28240,"Isocitrate lyase, catalyzes the formation of succinate and glyoxylate from isocitrate, a key reaction of the glyoxylate cycle; expression of ICL1 is induced by growth on ethanol and repressed by growth on glucose"
YPR006C,YPR006C,ICL2,Q12031,"2-methylisocitrate lyase of the mitochondrial matrix, functions in the methylcitrate cycle to catalyze the conversion of 2-methylisocitrate to succinate and pyruvate; ICL2 transcription is repressed by glucose and induced by ethanol"
YER078C,YER078C,ICP55,P40051,"Mitochondrial aminopeptidase; cleaves the N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP), thereby increasing their stability; member of the aminopeptidase P family"
YBR157C,YBR157C,ICS2,P38284,"Protein of unknown function; null mutation does not confer any obvious defects in growth, spore germination, viability, or carbohydrate utilization"
YJL077C,YJL077C,ICS3,P47034,"Protein of unknown function; may play a role in vacuolar sorting, null mutants are hypersensitive to sortin2"
YLR099C,YLR099C,ICT1,Q12385,"Lysophosphatidic acid acyltransferase, responsible for enhanced phospholipid synthesis during organic solvent stress; null displays increased sensitivity to Calcofluor white; highly expressed during organic solvent stress"
YMR195W,YMR195W,ICY1,Q04329,"Protein of unknown function, required for viability in rich media of cells lacking mitochondrial DNA; mutants have an invasive growth defect with elongated morphology; induced by amino acid starvation"
YPL250C,YPL250C,ATG41,Q12048,Protein of unknown function; mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source; potential Cdc28p substrate
YNL037C,YNL037C,IDH1,P28834,"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle"
YOR136W,YOR136W,IDH2,P28241,"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated"
YPL117C,YPL117C,IDI1,P15496,"Isopentenyl diphosphate:dimethylallyl diphosphate isomerase (IPP isomerase), catalyzes an essential activation step in the isoprenoid biosynthetic pathway; required for viability"
YDL066W,YDL066W,IDP1,P21954,"Mitochondrial NADP-specific isocitrate dehydrogenase, catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes"
YLR174W,YLR174W,IDP2,P41939,"Cytosolic NADP-specific isocitrate dehydrogenase, catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose"
YNL009W,YNL009W,IDP3,P53982,"Peroxisomal NADP-dependent isocitrate dehydrogenase, catalyzes oxidation of isocitrate to alpha-ketoglutarate with the formation of NADP(H+), required for growth on unsaturated fatty acids"
YJL146W,YJL146W,IDS2,P46958,"Protein involved in modulation of Ime2p activity during meiosis, appears to act indirectly to promote Ime2p-mediated late meiotic functions; found in growing cells and degraded during sporulation"
YFL013C,YFL013C,IES1,P43579,Subunit of the INO80 chromatin remodeling complex
YNL215W,YNL215W,IES2,P40154,Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions; essential for growth under anaerobic conditions
YLR052W,YLR052W,IES3,Q12345,Subunit of the INO80 chromatin remodeling complex
YOR189W,YOR189W,IES4,Q08561,Component of the INO80 chromatiin remodeling complex and target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses
YER092W,YER092W,IES5,P40060,Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions
YEL044W,YEL044W,IES6,P32617,Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions; human ortholog INO80C is a member of the human INO80 complex; implicated in DNA repair based on genetic interactions with RAD52 epistasis genes
YBR159W,YBR159W,IFA38,P38286,"Microsomal beta-keto-reductase; contains oleate response element (ORE) sequence in the promoter region; mutants exhibit reduced VLCFA synthesis, accumulate high levels of dihydrosphingosine, phytosphingosine and medium-chain ceramides"
YLR223C,YLR223C,IFH1,P39520,"Coactivator that regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI, a complex that coordinates RP production and pre-rRNA processing"
YOL023W,YOL023W,IFM1,P25038,Mitochondrial translation initiation factor 2
YFR017C,YFR017C,IGD1,P43598,Cytoplasmic protein that inhibits Gdb1p glycogen debranching activity; required for normal intracellular accumulation of glycogen; phosphorylated in vivo; expression increases during wine fermentation
YNL157W,YNL157W,IGO1,P53897,Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; similar to Igo2p
